ecfp_feature_1,ecfp_feature_2,ecfp_feature_3,ecfp_feature_10,ecfp_feature_12,ecfp_feature_16,ecfp_feature_19,ecfp_feature_22,ecfp_feature_27,ecfp_feature_29,ecfp_feature_30,ecfp_feature_33,ecfp_feature_34,ecfp_feature_36,ecfp_feature_38,ecfp_feature_39,ecfp_feature_45,ecfp_feature_54,ecfp_feature_55,ecfp_feature_58,ecfp_feature_73,ecfp_feature_78,ecfp_feature_80,ecfp_feature_81,ecfp_feature_86,ecfp_feature_90,ecfp_feature_94,ecfp_feature_99,ecfp_feature_100,ecfp_feature_104,ecfp_feature_105,ecfp_feature_108,ecfp_feature_110,ecfp_feature_111,ecfp_feature_121,ecfp_feature_122,ecfp_feature_123,ecfp_feature_125,smiles
1,0,1,1,1,3,0,0,0,0,4,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2,0,C1OC23CCOC2CC13
0,0,1,0,0,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,1,2,0,0,0,0,0,1,1,0,C1OC2=NCC=CCC12
1,0,1,1,0,2,2,0,2,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,C1OC2C1C1CCC2O1
1,0,1,2,0,2,1,0,2,0,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,4,0,C1CC2C1OC1COC21
1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,1,2,2,0,0,0,0,2,0,0,3,0,1,0,4,0,C1CC2C=CCC3C1C23
0,0,1,1,0,2,1,0,1,0,3,0,1,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,0,C1CC2N=COCOC12
0,0,1,1,0,1,0,0,0,0,4,0,1,0,0,1,1,0,0,0,1,0,0,3,0,0,1,0,1,1,0,0,0,0,0,0,3,1,C1OC2C=CCCCC12
0,0,1,0,0,1,0,0,1,1,4,0,1,0,0,1,1,0,0,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,3,1,C1OC2CCCC=CC12
0,0,1,1,2,1,2,0,0,0,4,1,1,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,C1OC2CC1CC=CC2
0,0,1,1,1,2,0,0,0,0,6,0,2,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,C1OC2CC1CCCO2
0,0,2,2,0,1,2,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,1,0,2,0,0,0,0,0,0,2,0,C1OCC2CC=CCC12
1,0,2,1,0,2,0,0,1,0,4,0,0,0,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2,0,C1OCC2OC=NCC12
0,0,1,0,0,1,1,1,1,0,4,0,1,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,3,0,C1OC2CC=CCCC12
0,2,0,0,1,0,0,0,0,0,5,0,0,1,1,0,4,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,1,0,0,0,2,0,C1CC2CCC1CC=C2
0,1,1,1,1,1,0,0,0,0,4,0,1,1,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,0,C1CC2OCC1CC=C2
0,1,2,1,1,1,0,0,0,0,6,0,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,C1CC2CCCC1CO2
0,0,2,1,0,1,0,0,0,0,4,0,0,1,0,1,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,4,0,C1CC2COCC3C1C23
0,0,1,0,0,2,0,1,1,0,5,0,1,0,1,1,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,C1CC2COCCC2O1
1,0,2,0,0,2,0,1,1,0,5,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,C1OCC2OCCCC12
0,0,1,0,0,3,1,1,1,0,5,0,1,0,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,C1CC2OCCOCC12
1,0,2,0,0,4,0,0,2,0,4,0,4,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,C1OC2COCCOC12
0,0,0,1,0,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,1,3,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,O=C(CC#C)CC1CN1
0,1,0,1,0,0,1,0,0,0,2,1,2,0,1,1,2,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,C#CCC(=O)OC1CC1
0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,0,1,2,0,1,1,0,1,0,1,0,1,1,0,0,0,2,1,O=C(CC1CN1)C1CC1
0,1,3,1,1,0,1,1,1,0,1,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,O=C1C(CC1C#N)C#C
0,1,2,1,1,0,0,2,2,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,O=C1C(CC1C#N)C#N
0,0,1,1,2,0,1,1,0,0,2,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,3,0,O=C1C2CC(C2)C1C#C
0,0,0,2,0,0,0,1,0,1,2,0,1,1,0,1,0,0,0,2,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,O=C1C2CC1(NC2)C#N
1,0,1,1,1,2,1,0,0,0,4,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,1,O=C1C2CC11OCC1C2
0,1,0,1,0,0,1,2,0,1,1,0,1,0,0,0,0,1,0,1,0,2,0,1,0,1,0,1,2,0,0,0,0,1,0,1,2,0,O=C1C2NC1C(=C2)C#C
0,0,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,3,0,O=C1C2CC(C#C)C1N2
0,0,2,1,2,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,O=C1C2CC1C(C2)C#C
0,1,1,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,O=C1C2CC1N=COC2
0,0,0,3,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,2,4,0,0,1,1,2,0,0,0,0,0,0,2,0,O=C1C2CC1CC=CC2
1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,2,1,0,0,0,0,0,1,0,2,0,O=C1C2CN2C1CC#C
0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,2,1,1,0,0,0,0,1,0,2,0,O=C1C2CN2C1CC#N
0,0,1,1,2,0,0,1,1,0,2,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,O=C1C2CC2CC1C#N
1,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,3,0,O=C1C2CC2OC1C#N
1,0,1,1,1,1,0,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,O=C1C2OC2CC1C#N
0,0,1,1,1,1,0,0,1,0,2,0,1,1,0,2,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,O=C1C2CC3COC1C23
0,0,1,1,1,1,0,0,2,0,2,0,1,0,0,1,0,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,4,0,O=C1C2CC3OCC1C23
1,0,0,1,0,1,1,0,1,0,2,0,1,1,1,0,2,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,0,O=C1C2CCC3OC1C23
0,0,1,2,1,0,1,0,0,0,2,0,1,2,0,0,2,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,3,0,C#CC1C2CCC1C2=O
0,0,2,1,1,1,1,0,0,0,1,0,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,1,1,0,0,0,3,0,O=C1C2COC1C2C#C
0,0,1,1,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,1,1,0,0,0,3,0,O=C1C2COC1C2C#N
0,0,1,1,0,1,0,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0,1,2,2,0,0,1,1,2,0,0,0,0,0,0,3,1,O=C1C2COC1C=CC2
0,1,2,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,3,1,0,1,0,0,0,0,0,2,0,O=C1C2CNC1COC2
0,0,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,1,0,1,1,1,1,0,1,1,1,O=C1C=CC2CN=CN12
0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2,0,1,0,1,1,1,0,1,0,0,0,0,1,1,O=C1C=CCNC1C#C
0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,4,0,O=C1OC(C#C)C2CC12
0,0,1,1,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,1,1,1,1,3,1,1,0,0,1,1,0,0,0,0,0,0,1,0,O=C1NC(CC=C1)C#C
0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,2,1,0,0,0,1,1,0,1,1,0,0,0,1,0,O=C1OC(CC=C1)C#C
1,1,0,2,0,1,1,0,0,0,3,0,0,1,1,0,1,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0,O=C1CC2(CCC=C2)O1
0,1,0,0,0,1,1,0,1,0,2,1,2,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,N=C1OC2(CC#C)CC12
0,0,0,1,0,0,1,0,0,0,3,2,1,2,1,2,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,O=C1CC2(CC#C)CN12
0,0,0,1,0,0,0,1,0,0,3,1,1,2,0,2,0,0,0,1,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,O=C1CC2(CC#N)CN12
0,0,0,2,0,0,1,0,0,0,2,1,1,2,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,O=C1NC2(CC#C)CC12
0,1,0,1,0,1,1,0,0,0,2,1,1,2,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,O=C1OC2(CC#C)CC12
0,1,0,1,0,1,1,0,0,0,3,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,O=C1CC2(CN3CC23)O1
0,1,0,1,0,1,1,0,1,1,3,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,N=C1OC2(CCC12)C#C
0,1,0,0,0,1,0,0,1,0,4,0,1,1,1,1,1,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,1,N=C1OC23CN(C2)CC13
0,1,0,1,0,2,0,0,0,0,4,0,0,1,1,1,2,0,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,1,O=C1OC23CN(C2)CC13
1,2,0,0,0,2,0,0,2,1,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,1,0,0,2,0,N=C1OC23CC(OC2)C13
0,1,0,2,0,1,0,0,1,2,2,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0,2,0,O=C1NC23CC(OC2)C13
0,2,0,1,0,3,0,0,1,1,2,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,O=C1OC23CC(OC2)C13
0,1,0,1,0,2,0,0,0,0,2,0,1,1,0,1,1,0,0,1,1,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,2,0,O=C1OC23CNC2C1C3
1,0,1,1,0,1,0,0,1,1,2,0,1,1,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,2,0,N=C1NC23CCC2OC13
1,1,1,1,1,2,0,0,1,0,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,N=C1OC23CCC2OC13
0,0,1,2,0,1,0,0,0,0,5,1,0,1,0,1,1,0,0,2,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,O=C1CC23CCC2CN13
1,0,1,3,0,1,0,0,0,1,2,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,O=C1NC23CCC2OC13
0,0,0,2,1,1,0,0,0,0,3,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,2,1,O=C1NC23COC2CC13
0,0,1,2,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,1,3,0,O=C1NC2C(CC12)C#C
0,0,1,1,1,1,1,0,0,0,3,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,3,0,O=C1OC2C(CC12)C#C
0,0,0,1,1,1,0,1,0,0,3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,3,0,O=C1OC2C(CC12)C#N
0,0,1,3,1,1,0,0,0,1,3,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,O=C1OC2C1C21CCC1
0,0,0,2,1,2,0,0,0,1,2,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,2,0,O=C1OC2C1C21CCO1
0,0,0,2,0,1,1,0,0,0,2,1,0,2,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,O=C1NC2C1CC21CO1
0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0,0,1,1,0,0,2,0,0,0,4,0,O=C1NC2C3CC(O1)C23
0,0,0,2,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,1,1,0,1,2,0,O=C1OC2C3CC12NC3
0,0,0,1,2,1,0,0,0,0,3,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,2,1,0,0,4,0,O=C1OC2C3CC3CC12
0,0,1,0,1,1,2,1,2,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,3,0,N=C1OC2CC(C#C)C12
0,0,1,2,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,O=C1NC2CC(C#C)C12
0,0,1,1,1,1,2,0,1,0,1,0,1,0,0,1,1,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,3,0,O=C1OC2CC(C#C)C12
0,0,0,0,0,1,1,0,1,0,1,1,1,2,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,N=C1OC2CC12CC#C
0,0,0,1,0,2,1,0,0,0,2,1,1,2,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,O=C1CC2CC12CC#C
0,0,0,1,1,0,1,0,0,0,1,1,1,2,1,1,2,0,0,1,1,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,O=C1NC2CC12CC#C
0,0,0,1,0,1,1,0,0,0,1,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,O=C1OC2CC12CC#C
0,1,0,2,1,2,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,2,1,O=C1NC2CC1C21CO1
0,0,1,1,2,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,3,0,O=C1OC2CC1C2C#C
0,0,0,1,1,2,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,2,1,0,0,1,1,0,0,3,0,O=C1OC2CC1C2C#N
1,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,2,1,0,0,0,1,2,0,0,1,0,0,0,2,0,O=C1OC2CC=CC1O2
0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,2,2,0,0,0,1,2,0,1,1,0,1,0,2,0,O=C1OC2CC1CC=C2
0,1,0,1,0,2,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,O=C1OC2CC2(O1)C#C
0,0,0,2,1,1,0,0,2,0,1,1,0,2,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,2,0,N=C1NC(=O)C2CC2O1
0,0,0,1,1,1,0,0,2,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,2,1,0,0,1,1,0,0,2,0,N=C1NC(=O)OC2CC12
0,0,0,3,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,2,0,O=C1NC(=O)C2CC2O1
1,0,1,0,1,1,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,3,0,N=C1OC2CC2C1C#C
0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,O=C1OC2CC2C1C#C
0,0,0,1,1,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,1,0,1,2,1,0,0,0,1,1,0,1,1,0,1,0,2,0,O=C1OC2CC2CC=C1
0,0,0,1,0,1,0,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,2,0,N=C1OC2CC3(CN3)C12
0,0,0,2,1,1,0,0,1,1,2,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,O=C1OC2CC3(CN3)C12
0,0,0,1,1,2,0,0,1,1,2,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,2,0,O=C1OC2CC3(CO3)C12
0,0,0,1,2,1,0,1,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,4,0,O=C1OC2CC3CC2C13
0,0,0,1,2,1,0,0,1,0,2,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,4,0,O=C1OC2CC3CC3C12
0,0,0,2,0,0,2,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,1,2,2,1,0,0,1,2,0,0,0,0,0,0,2,0,O=C1NC2CC=CCC12
0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,N=C1NC2COC12C#C
0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,N=C1NC2COC12C#N
0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,2,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,O=C1NC2COC12C#C
0,1,1,1,0,3,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,2,0,0,2,0,N=C1OC2CNC1CO2
0,1,1,1,0,2,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,2,0,O=C1OC2CNC1CO2
0,0,0,1,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1,2,0,O=C1OC2CNC=NC12
0,0,1,1,0,2,0,0,1,0,3,0,1,0,0,0,3,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,0,O=C1OC2CCCOC12
0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,3,2,0,0,0,0,0,1,0,0,C#CCC1=NCC(=O)N1
0,1,1,2,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,0,0,1,1,2,0,O=C1NC=NC1C1CO1
0,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,1,1,0,1,0,0,0,1,0,2,0,1,2,0,0,0,1,2,1,1,0,0,N=C1NC=NCC(=O)N1
0,0,1,1,0,1,0,0,1,0,3,0,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,2,0,O=C1CC(CN1)C1CO1
0,0,1,1,0,1,1,0,0,1,2,1,2,0,0,1,0,0,0,1,0,1,0,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,O=C1COC(CN1)C#C
0,0,0,2,0,1,2,0,1,0,3,0,0,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,1,O=C1COC11CCC=C1
0,0,0,1,0,2,0,0,1,1,2,0,0,1,1,1,1,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,O=C1OCC23CC(O2)C13
0,0,1,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,2,0,N=C1OCC2N=CNC12
0,0,0,1,0,1,1,1,1,0,3,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,O=C1NCC2CC12C#N
0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,2,0,1,0,0,1,0,1,1,0,2,1,0,2,0,N=C1OCC2NC1C=C2
1,0,0,2,0,1,0,0,2,0,3,0,0,0,0,1,2,0,0,2,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2,0,O=C1CCC2OC2CN1
0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,O=C1NCC2CN=CN12
0,0,2,1,1,2,0,0,1,0,3,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,2,0,N=C1OCC2COC1C2
0,0,1,1,0,1,0,0,1,0,3,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,2,0,O=C1CC2COC2CN1
0,0,1,1,0,1,0,0,1,0,3,0,1,0,0,1,2,0,0,1,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,O=C1CCC2OCC2N1
0,0,0,1,0,1,1,0,1,1,3,0,1,0,0,1,3,0,0,1,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,2,0,O=C1COC2CCC2N1
0,1,1,2,0,0,1,0,0,0,1,1,2,0,0,0,0,0,1,1,0,1,0,2,0,1,0,0,1,1,0,1,0,0,0,0,1,1,O=C1NCC=CC1C#C
0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,2,0,0,0,1,0,0,1,4,0,1,2,0,1,1,1,0,0,0,0,0,1,0,C1CC(=O)NC=CC=C1
0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,2,1,0,0,2,1,1,0,0,2,1,0,0,0,1,1,0,1,0,C1CC(=O)C(=O)NC=C1
0,0,1,1,0,0,1,0,0,1,2,1,1,0,0,0,2,2,0,1,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,1,0,O=C1NCCC(N1)C#C
0,0,2,0,0,1,1,0,1,1,3,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,N=C1OCCCC1C#C
0,1,0,3,0,0,1,0,0,1,2,0,0,0,0,2,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,C1CC1C(=O)C(=O)C=O
0,0,1,2,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,3,1,O=CC(=O)C1CC1C#C
1,0,0,1,0,1,0,0,0,0,3,1,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,2,0,O=CC(C1CC1)C1CN1
1,0,1,1,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,1,2,0,1,2,0,0,0,2,0,O=CC(C1CN1)C1CN1
1,0,1,1,0,2,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,2,0,O=CC(C1CN1)C1CO1
1,0,1,1,0,1,1,0,1,0,1,0,2,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,O=CC(CC1CO1)C#C
1,0,1,2,0,1,0,1,0,0,1,0,2,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,O=CC(CC1CO1)C#N
1,0,0,1,0,0,1,1,0,1,0,0,2,0,1,0,1,1,0,0,0,1,3,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,O=CC(CCC#C)C#N
0,1,0,2,0,1,0,0,0,0,2,0,0,1,0,2,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,O=CC12CC(C1)C(=O)O2
0,1,0,1,0,0,0,1,0,0,3,0,0,1,1,3,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,2,1,O=CC12CC(C1)C1CN21
1,0,1,1,0,0,1,0,0,0,2,1,1,1,0,1,0,1,0,0,1,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,O=CC12CN(C1)C2C#C
1,0,0,1,0,0,0,1,0,0,2,1,1,1,0,1,0,1,0,0,1,1,1,0,0,2,0,0,1,1,0,1,0,0,0,0,1,0,O=CC12CN(C1)C2C#N
0,0,1,2,1,1,0,0,0,0,2,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,O=CC12CC(CO1)C2=O
0,0,2,1,0,0,1,0,1,0,2,1,1,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,O=CC12CC1C(C2)C#C
0,0,1,1,0,0,0,1,1,0,2,1,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0,O=CC12CC1C(C2)C#N
