ecfp_feature_1,ecfp_feature_4,ecfp_feature_15,ecfp_feature_33,ecfp_feature_36,ecfp_feature_64,ecfp_feature_73,ecfp_feature_80,ecfp_feature_90,ecfp_feature_114,ecfp_feature_121,ecfp_feature_128,ecfp_feature_136,ecfp_feature_138,ecfp_feature_147,ecfp_feature_175,ecfp_feature_216,ecfp_feature_219,ecfp_feature_237,ecfp_feature_255,ecfp_feature_283,ecfp_feature_301,ecfp_feature_310,ecfp_feature_314,ecfp_feature_322,ecfp_feature_333,ecfp_feature_356,ecfp_feature_361,ecfp_feature_378,ecfp_feature_386,ecfp_feature_389,ecfp_feature_407,ecfp_feature_428,ecfp_feature_429,ecfp_feature_456,ecfp_feature_484,ecfp_feature_486,ecfp_feature_511,ecfp_feature_512,ecfp_feature_561,ecfp_feature_650,ecfp_feature_656,ecfp_feature_659,ecfp_feature_695,ecfp_feature_698,ecfp_feature_699,ecfp_feature_718,ecfp_feature_726,ecfp_feature_730,ecfp_feature_739,ecfp_feature_741,ecfp_feature_767,ecfp_feature_807,ecfp_feature_809,ecfp_feature_816,ecfp_feature_831,ecfp_feature_841,ecfp_feature_842,ecfp_feature_849,ecfp_feature_875,ecfp_feature_881,ecfp_feature_893,ecfp_feature_896,ecfp_feature_904,ecfp_feature_926,ecfp_feature_935,ecfp_feature_985,ecfp_feature_1019,pic50,smiles
0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,2,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,6,1,0,0,0,0,4,1,0,0,4.48,CS(=O)(=O)Cc1cc(nc(n1)c2cccc3[nH]ccc23)N4CCOCC4
1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,7,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,2,1,5,0,2,0,0,3,0,1,0,1,1,8,2,0,1,0,2,5,1,0,4,5.0,COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C[C@@H]3C(=O)O)C4CC(C4)c5cc(F)ccc5F)c2c1
1,0,0,4,0,0,0,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8,0,3,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,2,0,2,0,0,1,0,0,1,0,0,5,1,0,2,0,2,2,2,0,1,6.53,CN1CC(Cn2nc(c3cnc4[nH]cc(C(=O)NC(C)(C)C)c4n3)c5cc(OC(F)F)ccc25)C1
0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,5,0,1,1,0,0,2,0,0,0,0,2,1,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,6,2,0,0,0,1,4,0,0,2,5.72,COc1cc(F)ccc1c2cncc(CNC3CCCC3)c2
0,0,0,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,6,1,0,5,3.89,CN1[C@@H]2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]2(C)C=CC1=O
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,3,0,0,1,4.9,Clc1ccc(cc1Cl)[C@H]2CNCC=CC2
0,0,1,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,3,0,4,0,0,2,0,1,0,0,1,6,1,0,1,0,2,4,2,1,4,8.0,CCC[C@@]1(O)[C@H](C)CN(C[C@@H]1C)C(=O)[C@@H]2[C@@H](c3c(F)cc(F)cc3)CN(C2)c4cccnn4
0,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,4,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,1,0,0,1,0,0,7,0,0,1,2,0,2,2,0,1,5.1,C[C@H]1N(CCn2c1nnc2c3nc(C)ns3)C(=O)c4ccc(cc4)c5cccs5
0,0,1,3,1,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,5,1,0,0,0,0,0,0,2,0,1,0,3,0,1,0,0,3,0,0,0,2,1,0,1,1,1,0,0,0,3,0,7,4,0,1,0,0,4,1,0,0,5.82,COc1cccc(CN2CCC(CNC(=O)c3cc(OC)cc(OC)c3)(CC2)C#N)c1
0,0,0,0,1,3,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,8,1,0,0,0,0,5,1,0,1,5.0,O=C1O[C@@]2(CC[C@H](CC2)c3nc4cc(ccc4[nH]3)C#N)CN1c5ccccc5
0,0,0,3,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,2,0,0,4,8,1,1,0,0,0,0,0,2,2,0,8,0,0,0,0,0,1,2,0,1,4.57,COc1ccc(CCN2[C@H](CN(NS(=O)(=O)C)C2=O)c3ccc(OC)cc3)cc1
2,0,0,1,2,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,1,0,0,0,0,6,0,0,0,0,2,0,2,0,0,0,7,1,0,0,0,0,6,1,0,0,6.0,CC(C(O)c1ccc2NC(=O)CCc2c1)N3CCC(O)(CC3)c4ccc(Cl)cc4
0,0,0,3,1,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,0,0,2,0,1,0,0,0,1,0,4,0,0,0,0,0,2,0,0,1,1,0,0,1,0,0,1,1,2,0,0,0,0,1,3,0,1,2,0,0,9,3,1,1,5.0,C(N(C)C)(=O)N1c2c(C3(C1)CCN(CC4CCN(C(=O)OCC)CC4)CC3)cccn2
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,6,0,1,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,0,1,0,9,0,0,0,0,1,0,2,0,0,1,11,1,0,1,0,1,7,1,0,3,6.23,Fc1cc(ccn1)C(NC(=O)[C@@H]2CC[C@H](C[C@H]2c3ccc(Br)cc3)N4CCOCC4)c5ccc(Cl)cc5
0,1,0,2,0,2,0,3,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,7,1,1,0,0,0,0,1,0,0,5.62,CN(C)CCCN1c(cccc2)c2Sc(c13)ccc(Cl)c3
1,0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,2,2,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,6,2,1,1,0,0,2,1,0,1,4.48,CC(C)c1ccc(Nc2cc(NC3CC3)n4ncc(C#N)c4n2)cc1NC(=O)C
2,0,1,4,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,4,0,1,0,1,2,0,0,0,0,0,7,2,0,1,0,1,5,1,0,2,5.2,CC(C)[C@@H](CN1CC[C@](C)([C@@H](C)C1)c2cccc(F)c2)CC(=O)[C@H]3Cc4ccc(O)cc4CN3
0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,1,1,0,0,2,4,0,0,0,0,1,0,2,0,0,0,4,0,0,1,0,0,10,2,1,3,5.7,Clc1ccc(OC2CNC(C2)C(=O)N3CCCN(CC3)C4CCC4)cc1
1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,0,0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,2,0,1,0,0,2,0,2,0,0,0,3,1,0,2,0,3,7,2,1,3,4.72,N[C@@H]([C@@H]1CC[C@H](CC1)NC(=O)c2ccc(F)c(F)c2)C(=O)N3CC[C@H](F)C3
0,0,0,1,1,3,0,1,0,0,0,1,2,2,1,2,0,0,0,1,0,0,3,0,1,0,5,0,1,0,1,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,2,7,1,0,0,0,1,0,0,1,1,1,12,1,0,1,1,0,4,1,0,0,6.7,COc1ccc(CNC(=O)C2(CCN(CC2)c3cc(N)ccn3)c4ccccc4)cc1
1,0,0,2,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,8,3,2,1,4.42,CC(C)N1CCN(CC1)C(=O)N2CCC(Cc3ccccc3)CC2
1,0,1,2,0,2,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,5,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,3,1,0,0,0,0,0,0,0,1,0,7,1,0,0,0,0,4,1,0,3,5.34,O(c1cc(ccc1)CCSc2nnc(-c3occc3)n2C(C4C5CC(C4)CC5)C)C
0,0,0,1,0,3,1,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,2,8,0,1,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,12,2,0,0,0,0,0,0,0,0,6.54,CS(=O)(=O)Nc1ccc2C=Cc3ncc(cc3C(=O)c2c1)c4ccccc4
0,0,0,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,0,0,0,0,0,4,0,0,0,0,0,1,1,0,0,3,0,1,2,0,0,0,1,1,0,0,2,0,0,4,2,0,1,1,0,4,3,0,0,6.02,CN1CCN(CC(=O)Nc2cc(nc(n2)c3oc(C)cc3)n4nc(C)cc4C)CC1
0,0,0,1,1,2,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,4,2,0,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,4,2,0,0,4.98,CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24
0,0,0,3,1,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,5,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,4,0,0,0,0,1,0,0,0,0,0,8,1,2,1,0,1,1,1,0,1,5.23,CN(C)CCC[C@]1([C@@H]2COc3ccc(F)cc3N2N=C1C(=O)C)c4ccccc4
0,0,0,3,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,4,1,0,0,6.4,CCNc1cc(cc(CCc2oc(CC)c(C)n2)n1)N3CCOCC3
1,0,0,2,0,3,0,2,0,2,0,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,7,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,9,1,0,0,0,3,0,1,0,0,5.4,CCC(O)(c1cn(Cc2ccc3c(c4ccccc4)c(sc3c2)C(C)O)nn1)C(F)(F)F
0,1,2,3,1,7,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,5,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,6,1,0,0,0,1,1,0,0,0,0,13,0,1,1,0,0,8,2,1,3,6.17,Cc1cccc(C)c1C(=O)N2CCC(C)(CC2)N3CCC(CC3)N(Cc4ccccc4)c5ccccc5
0,0,1,2,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,9,0,1,0,1,0,1,0,0,0,0,0,0,2,2,1,1,2,2,0,2,10,1,0,0,0,3,0,2,1,0,0,12,1,1,2,3,0,0,0,0,0,4.53,Cc1ccc(OC(=O)N(CC(=O)O)Cc2cccc(OCc3nc(oc3C)c4ccc(Cl)cc4)c2)cc1
1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,7,0,2,2,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,1,0,4,0,1,0,0,1,2,0,0,0,0,7,3,0,0,0,7,3,1,0,3,5.0,C[C@@H](O[C@H]1CCc2nnc(O)n2C[C@@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F
0,0,1,0,1,3,0,3,1,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,4,0,0,0,0,1,1,2,1,0,0,9,2,1,1,0,2,6,0,0,2,5.2,Fc1cc2CO[C@@]3(CCNC[C@@H]3C(=O)N(Cc4cccc5ccccc45)C6CC6)c2cc1F
1,2,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,2,2,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,3,1,0,1,0,0,4,0,0,2,5.7,COc1ccc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)nnc2C(=O)N)nc1C(C)C
0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,17,3,1,3,4.48,O=C(C1CC2(CCN(CC2)C3CCOCC3)C1)N4CCN(CC4)C5CCC5
0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,0,8,2,1,0,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,3,0,6,1,0,1,1,2,0,2,0,0,0,9,2,0,0,0,3,5,1,0,0,6.55,O\N=C(/c1ccc(CN2CCC3(CC2)OCc4cc(F)ncc34)cc1)\c5ccc(F)c(F)c5
0,1,0,0,1,3,0,2,1,1,0,1,0,1,0,2,0,0,1,1,0,5,0,0,1,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,3,6,0,0,3,6.4,FC(F)(F)Oc1ccc(OC2CC2)c(CNC3CCC4CCC3(N4)c5ccccc5)c1
1,0,0,4,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,0,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,2,0,0,1,5.22,CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1C3CC3
0,0,0,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,6,1,0,0,0,0,6,1,0,3,4.89,CN[C@@H]1CC[C@@H](CC1)N2CCc3ccc(NC(=N)c4cccs4)cc23
0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0,6,0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,1,0,6,2,0,1,2,1,0,1,0,0,0,7,1,0,1,0,1,10,4,2,1,4.6,CC(=O)N1CCN(Cc2ccc3C[C@H](CCc3c2)N4CCN(CCc5ccc(F)cc5)CC4=O)CC1
0,0,1,1,2,4,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,4.48,CC1=N[C@](Cc2ccccc2)(N=C1N)c3cccc(c3)c4cncnc4
0,0,0,0,0,2,0,3,1,0,0,2,0,0,0,2,0,1,0,1,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,4.56,ONC(=O)\C=C\c1ccc(CNCCc2c[nH]c3ccccc23)cc1
2,0,0,1,0,3,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,5,0,0,1,0,0,4,1,0,3,4.45,c1ccccc1C(O)C(=O)O[C@@H](C2)C[C@@H](N3C)CC[C@H]23
0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,8,4,0,0,1,0,0,3,0,0,0,0,0,0,4,0,0,0,0,2,2,0,0,0,0,7,3,0,1,0,8,5,2,1,2,5.6,OCC(F)(F)c1cc(cc(c1)S(=O)(=O)N2CCN(CC2)C(=O)[C@@H]3C[C@H]3c4ccc(cc4)C(F)(F)F)C(F)(F)F
0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,2,0,1,0,1,0,4,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,9,0,0,1,0,0,4,0,0,2,4.52,Oc1ccc(cc1)[C@@H]2CC[C@H](CC2)NC(=O)CCc3ccccc3
1,3,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,6,0,0,0,1,7,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,1,0,1,2,0,4,0,0,0,0,3,0,4,1,0,0,6,2,0,2,2,2,9,1,0,3,5.12,OC(=O)[C@@H]1CC[C@H](CC1)NC(=O)[C@H](C2CCCCC2)n3c(nc4cc(F)c(F)cc34)c5ccc(Cl)cc5
1,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,2,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,11,1,0,0,2,0,2,1,0,1,6.4,CS(=O)(=O)c1ccc(cc1)c2cnc3ccc(nn23)c4cccc(c4)S(=O)(=O)C5CC5
0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,8,1,0,0,0,1,0,2,0,1,0,10,1,0,1,2,0,0,0,0,0,4.57,Cc1cccc(NC(=O)c2oc(cc2)c3ccc(Cl)cc3)c1
1,0,1,0,1,1,0,1,0,1,0,2,1,2,0,0,0,0,0,0,0,3,0,0,0,0,5,1,3,0,0,0,2,3,1,0,1,2,0,0,3,0,0,0,0,0,0,4,0,1,0,0,3,1,0,0,0,2,10,1,0,2,1,3,7,1,1,2,4.52,O[C@@]1(CC[C@H](CC1)N[C@H]2CCN(C2)C(=O)CNC(=O)c3cccc(c3)C(F)(F)F)c4ccc(cn4)c5cnccn5
0,0,0,2,0,0,1,3,0,0,2,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,7,1,2,0,0,0,2,0,1,0,0,2,1,0,1,1,0,1,1,0,0,2,1,1,0,1,0,0,0,0,1,0,6,2,0,0,0,1,3,2,0,2,4.05,COc1cnc2C=CC(=O)N(CCN3CC[C@@H](NCc4cnc(C)c(c4)C#N)[C@@H](F)C3)c2c1
0,0,1,2,1,3,1,2,0,0,1,1,0,2,0,2,0,0,0,0,1,2,0,0,0,0,9,0,1,0,0,0,0,0,2,0,1,0,0,2,3,0,1,0,1,2,0,4,0,0,0,0,2,0,1,1,1,0,10,3,0,1,0,2,8,3,1,3,4.72,CNS(=O)(=O)c1cc(C(=O)N2CCC(CCN3C4CCC3CC(C4)n5c(C)nc6ccccc56)(CC2)c7cccc(F)c7)c(Cl)cc1F
0,1,1,3,0,2,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0,2,1,0,2,0,0,2,6,0,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,3,1,0,4,5.54,COc1cccc2c1OC(C(C)S2(=O)=O)c3ccc(OCCCN4CCC[C@H]4C)cc3
0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,0,0,1,0,2,0,0,7,1,1,0,0,0,4,0,0,1,5.5,CS(=O)(=O)N(Cc1ccc2ccccc2c1)C3CCNCC3
0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,2,0,0,2,0,0,2,0,0,0,0,5,0,0,0,1,0,0,0,2,0,1,0,1,1,1,0,2,1,0,0,0,2,1,0,1,1,1,0,0,0,1,0,7,2,0,1,0,0,4,1,0,1,6.22,COc1cc(N)c(Cl)cc1C(=O)NC2CCN(Cc3ccccc3)CC2
3,1,0,4,0,3,0,1,0,0,0,1,0,0,0,2,0,0,0,0,3,4,0,0,0,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,7,2,0,2,5.4,CC(C)c1nnc(C)n1C2CCN(CC2)C(C)C[C@H](NC(=O)C3CCC3)c4ccccc4
0,0,0,1,0,3,0,3,0,0,1,0,0,0,0,2,0,1,2,0,0,2,0,0,0,0,3,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,6,1,0,0,1,1,0,0,0,0,0,9,0,0,1,1,0,4,1,0,1,7.2,Cc1ccc(cc1)C(=O)C2CCN(CCCc3ccccc3)CC2
0,1,0,5,3,0,0,1,1,0,0,2,0,4,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,9,0,0,2,5.3,CNC(=O)c1c(NCC2CCC3(CCC3)CC2)nc(nc1OC4CC(C)(C)NC(C)(C)C4)C#N
1,0,0,1,0,3,0,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,2,7,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,4,0,0,0,0,2,0,0,0,1,0,8,1,0,0,0,0,0,1,0,0,4.12,COc1ccc2C(=O)N(C[C@@H](O)CO)C(=C(c3ccccc3)c2c1)C#N
1,0,1,2,0,3,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,8,0,3,1,0,0,4,0,0,0,0,0,0,1,1,0,1,2,0,0,0,5,0,0,1,0,1,0,0,0,0,1,11,1,0,1,0,0,0,0,0,0,4.49,CNC(=O)[C@@H](C)Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12
0,0,1,1,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,5,1,0,0,2,6,0,0,0,0,4.48,CNc1nc(NCC(F)(F)F)c2sc(cc2n1)c3ccc(cc3)C(F)(F)F
0,0,1,2,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,2,1,0,8,4,0,1,0,1,0,1,1,0,1,0,1,2,0,0,1,1,0,0,0,1,0,0,6,2,0,0,0,0,9,4,0,0,5.02,CN1CCN(CC1)c2cccc(c2)c3nc4c(N5CCN(Cc6cc(C)on6)CC5)c(Cl)cnc4[nH]3
0,1,0,3,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,1,3,1,0,1,0,0,9,2,0,1,4.9,Cc1c2CCCN3CCOC[C@@H]3CNc4cc(ccc4C(=O)N)n2c5CC(C)(C)CC(=O)c15
0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,0,4,0,0,1,0,0,2,0,2,7,1,0,1,0,1,4,3,1,2,5.0,Cc1cc(C)nc(n1)N2C[C@H]3CN(C[C@H]3C2)C(=O)c4ccccc4n5nccn5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,7,0,4,0,1,1,3,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,3,1,0,2,5,2,0,0,0,3,3,1,0,2,5.0,c1c(F)c(F)cc(F)c1[C@@H]2[C@@H](N)CN(CC2)c(n3)cnc(c34)nccn4
0,0,0,3,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,2,1,5,0,0,0,0,0,0,1,0,0,1,8,2,3,0,1,3,1,0,0,0,4.8,CC(C)(C)COc1ccc2Oc3ccc(cc3[C@@]4(COC(=N4)N)c2c1)c5c(F)ccnc5F
0,1,0,0,1,1,0,1,1,1,0,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,6,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,7,1,0,1,1,1,0,0,0,0,0,10,1,0,1,1,0,7,1,0,0,5.8,Nc1ccc(cc1NC(=O)c2ccc(CN3CCC4(CCCN4)CC3)cc2)c5cccs5
0,0,0,3,1,0,0,3,0,1,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,3,0,1,0,1,4,1,0,0,5.65,CC(C)(C)CCN1CCC(F)(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1
0,0,0,1,0,2,0,2,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,1,0,4,0,1,1,0,0,1,0,0,0,1,1,0,6,1,0,1,2,1,0,2,0,0,0,10,1,0,1,2,1,4,2,0,0,4.5,CCN1CCN(Cc2cnc(c(F)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1
0,0,0,4,0,2,0,2,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,10,0,2,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,1,1,0,8,2,2,1,0,0,0,0,0,1,4.83,COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc2ncc(Cl)c(n2)c3c[nH]c4ccccc34
